target,text,indices,label
cooling pad,"fan vents to the side , so no $t$ needed , great feature !",8,0
feature,"fan vents to the side , so no cooling pad needed , great $t$ !",13,1
software,"i use my mac all the time , i love the $t$ , the way it takes a short time to load things , how easy it is to use and most of all how you don ' t have to worry about viruses .",11,1
installation time,wasted me at least 8 hours of $t$ .,7,-1
power,"it has far exceeded my expectations for $t$ , storage , and abilitiy .",7,1
storage,"it has far exceeded my expectations for power , $t$ , and abilitiy .",9,1
abilitiy,"it has far exceeded my expectations for power , storage , and $t$ .",12,1
feature,"a great $t$ is the spotlight search : one can search for documents by simply typing a keyword , rather than parsing tens of file folders for a document .",2,1
spotlight search,"a great feature is the $t$ : one can search for documents by simply typing a keyword , rather than parsing tens of file folders for a document .",5,1
wireless system,my $t$ would not recognize windows 7 and i couldn ' t get online to find out why .,1,-1
windows 7,my wireless system would not recognize $t$ and i couldn ' t get online to find out why .,6,0
quality,i am enjoying it and the $t$ it provides is great !,6,1
battery life,"suffice it to say , my macbook pro keeps me going with its long $t$ and blazing speed .",14,1
speed,"suffice it to say , my macbook pro keeps me going with its long battery life and blazing $t$ .",18,1
os,"the $t$ is also very user friendly , even for those that switch from a pc , with a little practice you can take full advantage of this os !",1,1
os,"the os is also very user friendly , even for those that switch from a pc , with a little practice you can take full advantage of this $t$ !",28,1
itunes,"$t$ is a handy music-management program , and it is essential for anyone with an ipod .",0,1
program,"itunes is a handy music-management $t$ , and it is essential for anyone with an ipod .",5,1
gaming,mac is not made for $t$ .,5,-1
battery,"well i spilled something on it and they replaced it with this model , which gets hot and the $t$ doesn ' t make it through 1 dvd .",19,-1
apple support,"i ' ve had to call $t$ to set up my new printer and have had wonderful experiences with helpful , english speaking ( from vancouver ) techs that walked me through the processes to help me .",6,1
techs,"i ' ve had to call apple support to set up my new printer and have had wonderful experiences with helpful , english speaking ( from vancouver ) $t$ that walked me through the processes to help me .",28,1
adding the bluetooth,but sony said we could send it back and be charged for $t$ an additional seventy something dollars .,12,-1
graphic power,i need $t$ to run my adobe creative apps efficiently .,2,0
adobe creative apps,i need graphic power to run my $t$ efficiently .,7,0
programs,the $t$ are esay to use and are quick to process this computer works like a charm .,1,1
use,the programs are esay to $t$ and are quick to process this computer works like a charm .,5,1
materials,the $t$ that came with the computer did not include the right # anywhere .,1,-1
software,it does not even have the $t$ to play a dvd now .,6,-1
tech support,$t$ tells me the latter problem is a power supply problem and have offered to fix it if it happens again .,0,1
power supply,tech support tells me the latter problem is a $t$ problem and have offered to fix it if it happens again .,9,-1
power supply,how does the $t$ not work ! ! !,3,-1
size,sells for the same as a netbook without sacrificing $t$ .,9,1
warranty,"upon giving them the serial number the first thing i was told , was that it was out of $t$ and i could pay to have it repaired .",19,0
windows xp sp2,"$t$ caused many problems on the computer , so i had to remove it .",0,-1
windows 7 ultimate,"i reloaded with $t$ , and the bluetooth and fingerprint reader ( software ) would not load .",3,-1
bluetooth,"i reloaded with windows 7 ultimate , and the $t$ and fingerprint reader ( software ) would not load .",9,-1
fingerprint reader,"i reloaded with windows 7 ultimate , and the bluetooth and $t$ ( software ) would not load .",11,-1
techs at hp,none of the $t$ knew what they were doing .,3,-1
video card,"this is my second one and the same problem , bad $t$ unreliable overall , this will be my second time returning this laptop back to best buy .",11,-1
graphics,"with awesome $t$ and assuring security , it ' s perfect !",2,1
security,"with awesome graphics and assuring $t$ , it ' s perfect !",5,1
audio,"laptop was in new condition and operational , but for the $t$ problem when 1st sent for repair .",11,-1
keyboard,i was disappointed when i realized that the $t$ doesn ' t light up on this model .,8,-1
runs,it $t$ perfectly .,1,1
set up,the laptop was very easy to $t$ .,6,1
screen,sometimes the $t$ even goes black on this computer .,2,-1
word processing,i recommend for $t$ and internet users .,3,1
internet,i recommend for word processing and $t$ users .,6,1
trackpad,since i ' ve had this computer i ' ve only used the $t$ because it is so nice and smooth .,13,1
spec,a longer battery life would have been great - but it meets it ' s $t$ quite easily .,15,1
dvd burner,"who couldn ' t love a $t$ , 80-gigabyte hd , and fairly new graphics chip ? as i soon discovered , though , there is a reason for which similarly-configured sony and toshiba machines cost more : they use higher-quality components that are faster , better-configured , and end up lasting a lot longer .",6,1
hd,"who couldn ' t love a dvd burner , 80-gigabyte $t$ , and fairly new graphics chip ? as i soon discovered , though , there is a reason for which similarly-configured sony and toshiba machines cost more : they use higher-quality components that are faster , better-configured , and end up lasting a lot longer .",10,1
graphics chip,"who couldn ' t love a dvd burner , 80-gigabyte hd , and fairly new $t$ ? as i soon discovered , though , there is a reason for which similarly-configured sony and toshiba machines cost more : they use higher-quality components that are faster , better-configured , and end up lasting a lot longer .",15,1
components,"who couldn ' t love a dvd burner , 80-gigabyte hd , and fairly new graphics chip ? as i soon discovered , though , there is a reason for which similarly-configured sony and toshiba machines cost more : they use higher-quality $t$ that are faster , better-configured , and end up lasting a lot longer .",42,1
usb ports,its fast and another thing i like is that it has three $t$ .,12,1
software,the salesman talked us into this computer away from another we were looking at and we have had nothing but problems with $t$ problems and just not happy with it .,22,-1
system,that $t$ is fixed .,1,0
ran,"the computer itself was fast , $t$ smoothly , and had no problems .",6,1
