target,text,indices,label
barack obama,$t$ seems like he 'd be a cool guy to hang out with . I really should get a Hawaiian friend .,0,0
harry potter,My big girl wants to read $t$ . Seems like just yesterday we were reading Madeline . Is she ready ? She sobbed over Kung Fu Panda .,6,0
ryan seacrest,I can not BELIEVE the level of access the NBA gave the khloe and lamar show . That $t$ and Kris Jenner are forces to be reckoned with,18,-1
google,want to be updated by the global hunger index ? . -LRB- love the use of $t$ plat to make this data readable -RRB-,16,1
britney spears,but the ultimate argument against the '' sanctity of marriage '' loons is $t$ ' '' just for fun '' marriage .,13,0
demi lovato,"'' Sonny helped me grow , and become more aware of the media , and paparazzi , and the famous life . It makes me think twice . '' - $t$ .",30,0
khloe kardashian,Rebecca thinks $t$ is n't a real kardashian . She thinks Bruce is her dad because she does n't look like the other two . .,2,-1
google,The Awesomeness of the Best $t$ Custom Logos . vía abduzeedo,5,1
wii,woke up to the sounds of mario . spencer stole his mamas $t$ . hell yes !,12,0
kindle,"well i checked it out in consumer reports -LRB- my dad subscribes -RRB- and they say go with the $t$ , so i 'll probably do that . thanks for tips : -RRB-",19,0
martha stewart,Lol if you do n't know how to cook you better get you a fucking $t$ book,15,-1
micheal jackson,is listening to $t$ album > 3 legends live for ever ! we love you micheal x,3,1
alicia keys,Blinking because my contact was dry and this chick thought I was winking at her O.O '' Nice braids cutie . . you look like $t$ '' AwkwardMoment,25,0
britney spears,"lol '' i get to go to lots of overseas places , like canada . '' - $t$ quote",17,0
obama,Garth Brooks : ' the system wo n't let $t$ do his job '' Paul Bernaert : '' Do n't be a crybaby '',9,-1
wii,am watching peejaybe and his perfect king fu moves on the $t$ fit plus ! am loving it !,11,1
barack obama,"Oct 5 , 1947 Harry Truman made the 1st ever Presidential address aired on television . Now President , $t$ , is pretty much all we see on television !!",19,0
jimmy carter,"nobel peace prize is for u-2 , $t$ , obama , and jill chaplin , md , has it for shout '' cripples ! ''",7,0
britney spears,I do n't believe that anything could make S&M a worse song than it already was -LRB- even $t$ -RRB- so I am voting yay on the Rihmix .,18,-1
britney,LOL i love that planetjedward are such fangirls for $t$,9,1
ipod,"listening to a-game the air plane on raiiney ' is $t$ , why am i gon na make a routine , well and dancing , lol ,",10,0
barack obama,"'' It is a privilege to be here , to open for Lady gag . I 've made it ! '' $t$ - ha !",21,0
obama,"See , the Racist is . Mcgavin kgrayson23 says that President $t$ '' beats '' women and '' molests '' children ... .",11,-1
soulja boy,'' yeah know you do n't hear the good ones any more like $t$ . '' my mother :-RRB- alexisnan haydenfryery,13,1
jimmy fallon,And Michael Stipe is on $t$ and nervous . Will perform new song with The Roots band . Mentioned James Franco . This is memorable ! : -RRB-,5,0
britney spears,"do any of my followers have a picture of $t$ performing live ? just had an idea for my uni course but need a fresh photo , deathmatch me !",9,0
obama,damn $t$ can you attempt to lower gas prices ?,1,-1
justin bieber,100factsaboutme 2 i love $t$,4,1
nicolas cage,revealed . . $t$ ' s secret passion -,3,0
madonna,Link Time ! : $t$ and Lady gag fake fight on SNL - Company Jude Law has been confirmed as the father of Sa . .,4,0
madonna,And I know yall heard about the rumors of $t$ wanting to have Pacs baby ... yeah I kicked that bitch into an abortion .,9,-1
lakers,acoracle love the NBA go $t$ . Watching UFC now .,5,1
wii,in the $t$ news : the biggest loser : : wii and ds game review,2,0
harry potter,Currently reading the British version of $t$ and the Deathly Hallows and wishing I had a fireplace in my hotel room .,6,0
sarah palin,"'' To be clear , the real $t$ can NOT , repeat , NOT see Russia from her house . '' CNNFactCheck",7,-1
britney spears,"3 by $t$ , my most played for these past two days ! feels like d-d-dancing !",2,1
alicia keys,NEW Video '' Unthinkable '' by Porta_Rich_ITD ft $t$ -- > . Youtube,8,0
sarah palin,Michele Bachmann action figure not as popular as $t$,8,0
britney spears,"i swear $t$ piss somebody in twitterland , smooth off . at least 1ce a week , her and her good friend penis try to follow me on here",2,-1
kindle,i have an actual $t$ and totally love it . the nook looks pretty nice too .,4,1
katy perry,Bieberfact $t$ says if she was very happy when she kissed Justin :-RRB- RT if You Want too .,1,0
madonna,$t$ shoes offered to Gypsy charity in Romania : AP - madonna is putting her shoes where her mouth is .,0,0
nick cannon,"Fuck is wrong with corey gunz , he ca n't make a choice between weezy and $t$ , who the fuck is nick cannon again ?",16,-1
wii,at least you did n't hurt yourself playing the $t$ .,9,1
charlie sheen,$t$ Loses Another Legal Battle in Contract Dispute : charlie sheen lost his latest bid to force a cou ... .,0,0
britney spears,shouts to felixcartal for his very great rmx of outrageous by $t$ !,11,0
john legend,"I 'm not cool , says $t$ - AsiaOne : AsiaOneI 'm not cool , says john legend MAY have a reputation f ... .",6,-1
kindle,give stanza a look . it 's pretty good . $t$ application for phone is good too . what about sony 's book reader ?,10,1
kim kardashian,"$t$ Glows Around Kris Humphries : kim kardashian and her beau , Kris Humphries , had a blast at Kourtney ... .",0,0
xbox,$t$ live : sleepy not dead is currently online . playing last.fm . listening to music . -LRB- xbox live nation -RRB-,0,0
jimmy fallon,"Stephen colbert and $t$ , singing rebecca black ? I do n't know what part of that makes me want to kill someone the most .",3,-1
lady gaga,why do you love $t$ so much ? :D -- theres so many things so ill give you my top 5 reasons ; 1 . the fact she in ... .,4,1
katy perry,$t$ wants to crash the royal wedding ! .,0,0
britney spears,i just smoked a dub by myself for some reason and now i want some cheese doodles like i was ms $t$ herself,21,0
windows 7,getting bored of playing about with $t$ and twitter . off to put a film on and relax in front of television .,6,-1
ipod,damn i really need a itouch ... or $t$ in general,8,1
ipod,"... also , it just seems like the $t$ might be less prone to problems now that it 's been out for a while .",8,0
britney spears,ooh ! i like this $t$ 3 remix ! its crack-a-dotious ! who made it ? -LRB- crack-a-dotious lmao oh man -RRB-,5,0
jimmy carter,"so obama got a nobel peace prize for doing what exactly ... ? $t$ got one too , and he was like the worst president . so ... ?",13,-1
iphone,"for some awkward reason , $t$ application updates make me really happy . ; p",5,1
xbox,on this $t$ what 's good,2,0
britney spears,check this video out -- sweet dreams $t$ interlude,7,0
nicolas cage,"incidentally $t$ , i would blame your manager for your financial ruin , i 'd blame your bad acting and horrible choice of movies .",1,-1
oprah,Love the shows $t$ comes up with !! Such an inspiration !,3,1
selena gomez,"ha !! natawa ako sa EPIC tweet ha ! sabe ni $t$ : who says your not perfect , Miley Cyrus : Nobody 's Perfect then Pink : F * ckin Perfect",11,0
britney spears,britney 's best bikinis : earlier we brought you shots of $t$ looking fabulous in a bikini on vac . .,11,0
alicia keys,So Swizz Beats has a song called '' Dance Like a White Girl '' . And he 's fucking $t$ . Stuff like this is why I do n't pray .,19,-1
google wave,i need a $t$ invite to hot.chic1985 googlemail.com please,3,1
kindle,yeah well at least they have a $t$ application .,7,0
jimmy carter,$t$ talked about peace and poverty housing on the today show today :,0,0
britney spears,roflmao ! the x-factor twins doing $t$ must be the best piece of comedy this year ! losers !!!!!!!!! xfactor edward john britney,6,-1
justin bieber,It 's so weird how Selena ca n't say : '' IM DATING $t$ '' she makes it all complicated ... Ugh .,13,1
britney spears,ruleofrelationships loudly blasting $t$ while i 'm in the car is a deal breaker . so is bad hygiene - in that order .,3,0
ipod,or just a reg . $t$ i need to listen to my music when walking around this lame ass campus to tune these muddasuckas out,5,0
charlie sheen,BREAKING NEWS ! Actor $t$ and R&B king R Kelly got into a fight and R kelly was arrested for -LRB- continued -RRB- .,4,-1
lindsay lohan,"how does the musics you made with $t$ sounds ? i mean , it 's like electro pop , balads or whatever ? love your work",7,1
george bush,pat buchanan award was nobel comity saying stick it to $t$ and a publicity stunt politics,10,0
britney spears,toxic -LRB- $t$ cover -RRB- - a static lullaby ichaaaw,2,0
barack obama,"$t$ promised to create jobs & he actually made good on that promise ! Unfortunately , they were created for the citizens of Brazil .",0,-1
xbox,recently watched halo legends premiere : babysitter on $t$ live waypoint . found it surprisingly interesting - very high product . value . anime,8,1
kindle,"yes i bet i buy more than double . seriously , it 's way less trouble for me to download a book to the $t$ !",24,0
psp,omfg this damn dog done chewed up this $t$ game oh lord give me strength to not kill him,8,0
martha stewart,$t$ and Oprah Get Crafty - Video - Oprah.com .,0,-1
britney spears,i fucking love $t$ : -RRB-,3,1
madonna,"yeah the singer is not the best , plus '' She 's not me ! '' bad $t$ imitation LOL",17,0
kindle,"last thought on $t$ - v2 form factor is much preferable to the huge dx , but annoyingly it does n't render pages as well or pd",3,0
britney spears,listening to $t$ . wow the quality of music is so bad now . shame on the companies that sign them .,2,-1
joe biden,"Vice President $t$ is an honorable man . It is not that he loves the Constitution less , but that he adores ... .",2,1
britney spears,~ a static lullaby ★ toxic -LRB- $t$ cover -RRB- ~ ... ♫ ~ ez4r4,7,0
barack obama,$t$ is coming to Singapore ! We sure hope the rumors are true that he 'll stop by O'Bama 's Irish Pub for a quick pint during APEC ...,0,0
barack obama,usdor $t$ has now fired more cruise missiles than all other Nobel Peace prize winners combined . .,1,-1
britney spears,$t$ - 3 . . love the new song and ca n't wait to see the video ... go brit !!!!!!! < 3,0,1
lindsay lohan,hearing that $t$ is n't doing to well . positive thoughts !,2,0
lindsay lohan,photo : i would douse $t$ with raid if she came near my children . nuh . uh . no .,5,0
ipad,spunkdesign Apple Survey - What is your opinion of Apple Products ? $t$ sucks ? apple .,12,-1
joe biden,'' Mr Ensign said he will send an official resignation letter to Vice President $t$ today . '' Joe will try not to snort like Lily Tomlin .,14,1
hilary swank,"i 'm interested in amelia earhart and i love mira nair , but $t$ really bothers me . to see or not to see ?",13,0
wii,screens : tales of monkey island : the trial and execution of guybrush threepwood -LRB- $t$ / pc -RRB-,15,0
john boehner,$t$ needs not look like he is going to cry at any minute then maybe I could respect him a bit more that and if he would do his job,0,-1
xbox,yeah lol it looks better on $t$,6,1
sarah palin,'' Obama deserves the Nobel prize for the simple reason that if it were n't for him $t$ would be in the with ...,17,0
barack obama,Pelosi/Reid / $t$ & the DNC should B prosecuted 4 making false statements under 21USC Cert false eligibilty/POTUS,2,0
britney spears,"3 - $t$ on repeat . vaair catchy tune . it 's about a threesome . britney spears , you are a shameless hussy . -LSB- ;",2,-1
britney spears,actually an amazing song . . $t$ - baby one more time,6,1
iphone,could the new holder be a tomtom $t$ car kit for fixed installation like item 215393 on your site ... ... . .,7,0
al-anon mtg,"Went with a friend to an $t$ last night . Totally impressed , not scary or weird like I thought it 'd be .",6,0
micheal jackson,"What the Differenece between A plastic bag and $t$ ? 1 is plastic and a danger to kid , the other carries food",8,-1
britney spears,dear diary by $t$ is amazing . old . but simply amazing : -RRB-,3,1
kindle,lol he probably still thinks he does since you so-call 'd '' miss him . '' hahah he 's all tryna reply - $t$ thaa flames lmao !,23,0
lakers,If the $t$ win ANOTHER RING this year thatwouldbeawesome,2,0
lady gaga,She was all like ' GlitterGaga i love you $t$ ' oh damn i ca n't stop laughing my assss off !!,9,-1
barack obama,Cuba 's Fidel Castro hails $t$ ' is Nobel peace prize,5,1
britney spears,baby just ca n't get enough of $t$ . funny video !,7,0
barack obama,President $t$ making critical decision on US mission in unpopular 8 year Afghanistan war . Midday News Video,1,0
taylor swift,"You Take SUPER BAD REVENGES , Mean ... Not The $t$ Kinda Revenge , more like , Revenge as in Killing",10,-1
britney spears,"after seeing britney for the record , i actually gained some sympathy and respect for $t$ .",15,1
lakers,131Lina YOU FUCKING BITCH !!! Why did n't you remind me the $t$ played today ?!!!,12,0
kindle,new $t$ new lover price $ 259.00 & this item ships for free with super saver shipping click,1,0
