target,text,indices,label,tweetID,type
labour,"While individual # $t$ MPs may sign up to the # FrackFreePromise , as a party $t$ is firmly pro -# fracking . # GE2015 http :// t . co / 9MZ8lo9chl",3#16,0,582283553091817475,party keyword
tonight,"# bbcqt $t$ - I ' m finding it exhausting $t$ . Tax the rich , collect the tax avoidance , pay a decent living wage , build social housing .",2#10,0,578695151863869440,ne
london,"THE FRAUD OF THE CENTURY : CITY OF $t$ CRIMINAL BANKERS threaten to crash the UK economy . # GE2015 ,# election2015 ,# $t$",8#23,-1,576852751499595776,ne
zero hours,A contradiction on # bbcsp Powell saying they will curb $t$ yet the Labour woman on # bbbcsp # nw saying Labour will ban $t$,10#24,-1,582135500003241984,topic keyword
zero-hours,despicable Dave aka Chicken Dave claims his Gov have taken action on $t$ . That will be news to the record 1 . 7m on $t$ # bbcdp,12#25,-1,580706210355216384,topic keyword
economy,"Flint : "" Government out of touch . Families are going to be worth off . what $t$ do we want ?"" Well , what $t$ * do * we want ? # BBCQT",17#25,0,568543993560240129,topic keyword
vat,"Cameron pledged no rise in $t$ and once in government raised $t$ and gave millionaires a 140 . 000 tax cut , government for toffs . # bbcdp",5#11,0,580709199103074304,topic keyword
iran,"# bbcqt on $t$ ' s West , we invaded Iraq , on $t$ ' s East , we invaded Afghanistan , who the fuck can blame em for wanting Nukes ?",3#13,0,566013670753587200,topic keyword
london,"I agree $t$ is a nightmare , but sick of hearing about it . It ' s not just the people of $t$ suffering in this housing market . # bbcqt",2#22,-1,578699335317217280,ne
income tax,"@ Tubby _ Isaacs They are both going into # GE2015 promising no increase in VAT , NI , standard rate $t$ , or top rate $t$ . Hmmmm ...",21#26,0,580830720660209665,topic keyword
fracking,"$t$ will b allowed under national parks http :// t . co / tpIKsYJyRr Well # ukip , u oppose windfarms , but will u oppose $t$ ??? # GE2015",0#26,-1,565868195316523008,topic keyword
nhs,"Failed to say the money for care in the community , private companies has been taken out of $t$ budget # GE2015 no wonder $t$ in trouble",18#24,-1,581210404182970368,topic keyword
alliance,"A better name for the Tax Payer ' s $t$ would be "" Rish People opposed to public spending $t$ "" you can have that for free TPA # bbcqt",9#19,0,578694100456726529,ne
taxes,"""@ the _ tpa policies in a tweet . If you are ill , reduce $t$ , you will get better . If you are disabled , reduce $t$ , you will walk . # bbcqt",15#28,-1,578693988900810752,topic keyword
labour,$t$ ' s budget is likely to be as unpopular with $t$ voters as one George Osborne wants . But voters can take to the streets . # GE15,0#11,-1,579987684657098752,party keyword
police,"$t$ personnel cut , $t$ Helicopters cut , $t$ Horses cut , Army cut , Navy cut , RAF cut . Actions of a responsible Gov ' 1 of 2 # bbcdp",0#4#8,-1,570535201622892544,topic keyword
labour,"# BattleForNumber10 I ' m no fan of $t$ but the tories slating them over the economy is crazy , they ' ve borrowed more than any $t$ gov !",8#27,0,581201348269576192,party keyword
eu,"Multinationals do tax - domicile arbitrage within # $t$ b / c $t$ specifically allows it . If you want UK to be in $t$ , don’t moan about it . # BBCQT",8#12#24,0,566006789913972736,topic keyword
euref,"# bbcdp Business leaders are not saying that they want an early $t$ . They ' re saying "" If we are to have an $t$ , then it must be early """,12#25,0,565113214648979456,topic keyword
paxo,# BattleForNumber10 said no vat rise twice to my face ! How dare you do that to $t$ ! Who do you think u are $t$ ? You was stuffed !,17#25,-1,581202128049463296,ne
defence,"2 per cent GDP on $t$ ? Real figure to look at is £45bn , 8 . 1% of total central government expenditure on $t$ # GE2015",5#24,0,575729873798447104,topic keyword
taxes,"oh wow , now the Taxpayers Alliance moron blames $t$ , even though we have lower $t$ on most of the world , what bollocks # bbcqt",9#16,0,578818621574660096,topic keyword
a&e,( cntd ) … and also better education for the public about WHAT to come to $t$ for . Too many things come to $t$ which should go to GPs . # bbcqt,16#24,1,573627356742619137,topic keyword
vat,The Tories said they weren ' t going to raise # $t$ before the election in 1992 and then put $t$ on domestic fuel after the election . # GE2015,11#20,-1,580736971351449600,topic keyword
nhs,"Every # BBCQT has about 10 - 15 minutes to talk about the perpetually in "" crisis "" $t$ . The $t$ isn ' t working and throwing £ at it doesn ' t work .",18#21,-1,578701617370890240,topic keyword
education,people are only unhappy with $t$ because it isn ' t about $t$ it ' s about exams only & stupid league tables confuse people # bbcdp,5#12,-1,565478327184801793,topic keyword
immigration,"Choice at # GE2015 : Vote # Tory ,# Labour or # LibDem 4 MORE Uncontrolled EU $t$ or Vote # UKIP 4 EU Exit + CONTROLLED $t$ # afneil",17#27,-1,573823656842895360,topic keyword
home owners,Half the $t$ I know are only $t$ because they could buy a council house . It ' s a tricky issue . Fair play to them # bbcqt,2#7,0,578700548456783872,topic keyword
nhs,The Tories & UKIP want to privatise the $t$ but will just lie and not admit it - only Labour can save the $t$ from these vultures # bbcqt,8#23,1,566018091189293056,topic keyword
tax evasion,""" $t$ is criminal and it should be hounded out "" says Heseltine , ( but not the $t$ my friends and party donors do ). # bbcqt",1#18,-1,568544391138283520,topic keyword
defence,"# bbcdp The tories ex $t$ minister hammond no votes in $t$ of the country , Cameron spends our $t$ monies on Aid , Jets for despots",5#11#19,-1,573820938887774208,topic keyword
cut,"$t$ where necessary , and invest in the longer term : cyber , the navy , drone technology . $t$ the army to fund this . # marrshow",0#19,1,574506615170338816,ne
a&e,"There ' s 200 $t$ ' s in UK & 700 $t$ ' s in France - Population is roughly the same in both countries , little wonder we have big problems # bbcdp",4#11,-1,564390687857442816,topic keyword
nhs,"problems in the $t$ are because hospitals are closed or wards are closed and staff are cut or underpaid , $t$ needs a funding boost ! # bbcqt",3#20,-1,566019036879028224,topic keyword
nhs,Independent providers are a tiny proportion of providers in $t$ - we are committed to a free $t$ working for patients # BattleForNumber10,9#17,0,581208991579136000,topic keyword
snp,$t$ are one trick pony reliable wholely on oil revenue .. but given the oil price fall .. $t$ has no plan b # bbcsp,0#18,-1,574532400975331328,party keyword
mental health,$t$ service budgets cut by 8% as referrals to community $t$ teams rise nearly 20% : http :// t . co / ezxPGrNfeG # bbcdp,0#10,0,578895626198466562,topic keyword
eu,No referendum on the $t$ ? He ' s right . Leaving the $t$ would be a disaster for the economy and cast us into isolation . # BattleForNumber10,4#13,1,581212641621868545,topic keyword
eu,David Cameron proposal of scrapping benefits for $t$ migrants is illegal under the $t$ law . # BattleForNumber10,7#13,0,581205022156976128,topic keyword
doctors,"Got rid of bureaucrats "" and we put that money into 9000 more $t$ and nurses ""... to turn the $t$ into bureaucrats # BattleForNumber10",13#20,0,581209583932350464,topic keyword
police,"Cuts to the $t$ are chronic . Neighbourhood policing obliterated under this government , fewer $t$ on the streets # BattleForNumber10",3#15,-1,581207193665572864,topic keyword
tory,"# NickClegg removes $t$ cock from his mouth , wipes its cum from his chin & declares “ $t$ economics are regressive & unfair” # GE2015",3#18,-1,576815757012672513,party keyword
geek,"Re bully v $t$ debate . I was a $t$ . I had a satchel till I was 14 . Most of people who laughed , are dead or in prison ! # BattleForNumber10",3#9,0,581420017830531072,ne
nhs,IF YOU HAD DIRECT # DEMOCRACY WOULD YOU VOTE FOR # TREASON AGAINST THE # $t$ ? # MARCH4NHS # BBC # $t$ # uk # London # GE2015 # saveournhs # DEMOCIDE,15#22,1,581050912812240896,topic keyword
nhs,SAVE the $t$ . PASS # UK NATIONAL # LOTTERY RIGHTS /# PROFITS N OBLIGATIONS TO # $t$ ! TOOO EASY ? # saveournhs # march4nhs # $t$ # GE2015 # LIBLABCON,2#17#27,1,581046528032305153,topic keyword
eu,Pax : Immigration : how many people did you let in ? Cam : We have cut non - $t$ immigration . $t$ imm is up because econ is good . # battlefornumber10,19#22,-1,581201548572798976,topic keyword
ukip,"@ MarrShow I like $t$ idea of EU , Immigration BUT they MUST show themselves CLEARLY not to be Racists . Sensible controls only # $t$ # marrshow",4#25,1,579576252362858496,party keyword
nhs,Avg wait for GP appointment 10 days . 40% English regions no walk - in clinic . $t$ 111 not fit for purpose . OUR # $t$ HAS BEEN CUT . # bbcqt,17#26,-1,566019804197572608,topic keyword
libya,"NATO help $t$ to get rid if gaddafi and $t$ left alon and now a civil war , ISIS in $t$ . Any thing can be done # BattleForNumber10",2#9#20,-1,581202528525770752,ne
immigration,# bbcdp Todays $t$ figures are the final nail in the TORY coffin . TORIES love $t$ as it lowers salaries . Say one thing do ano,3#16,-1,570929191937581059,topic keyword
university,If a $t$ education is not worth £9000 per year then why are people going to $t$ in the first place ? # BBCDP,2#16,1,571291205625098241,topic keyword
russia,"of course the UK doesn ' t have an army the size of $t$ ' s ffs , we are a fraction of the size of $t$ , would be daft for us to # bbcqt",13#26,0,566013915554148353,ne
vat,$t$ will go up ? tory said no $t$ increase last time ? referendum EU last time NHS safe Last time lies and more lies # bbcqt,0#8,-1,581230714894606336,topic keyword
a&e,GPs already far too overloaded to work in # $t$ People can get appointments with their GP ps Foreign body in ear needs $t$ # bbcqt,9#23,-1,566019665584222209,topic keyword
vat,23 Apr 2010 : David Cameron ' We have absolutely NO plans to put up $t$ '.. 22 Jun 2010 George Osborne increases $t$ from 17 . 5 % to 20% # GE2015,15#23,-1,580877070659657728,topic keyword
nhs,# bbcdp was it not labour who saddled the $t$ with massive debt via PFI ! Both parties r 2 blame 4 the problems of the $t$ @ afneil,9#26,-1,581429538816729088,topic keyword
putin,"the West sees $t$ as a bully but i ' m sure $t$ sees NATO as a bully , just talk to each other and stick to promises # bbcqt",3#12,-1,566013595583266818,ne
economy,". @ UKLabour 97 : Balls / Brown , we have no plans to wreak $t$ like 70s . 15 : Salmond / Balls , we have no plans to wreak $t$ like 08 # GE2015",15#31,-1,580686950979543041,topic keyword
eu,"PM @ David _ Cameron we have created more jobs than the entire # $t$ , reduced benefits to # $t$ migrants # BattleForNumber10",14#20,0,581201749677109248,topic keyword
a&e,"So if more people are going to $t$ rather than their GP , look at the GP model and take it to the people using $t$ . # bbcqt",7#25,0,566019958363422720,topic keyword
green,"# bbcdp $t$ surge ? I think not . The party , it ' s policies are a joke . People are not worried on $t$ issue . Jobs , pay , tax , housing",2#25,-1,573826691807711232,ne
colleges,"# bbcqt comprehensives to $t$ , $t$ to the current day ' academies ' has education really improved ? Are schools relying on this status",4#6,0,568543870818095105,topic keyword
nhs,Many of the services Councils provide are preventative and keep people out of the $t$ . Harsh Council cuts have impacted on the $t$ . # bbcqt,14#23,-1,566019349400784896,topic keyword
a&e,"# bbcqt during busy times in $t$ after triage those who don ' t need to see $t$ doctor should be directed to a GP in $t$ , simple solution ...",6#17#26,0,566019308581818368,topic keyword
nhs,The ' bed - blockers ' costing the $t$ £287m http :// t . co / qfmvTiuX5H Tories and Libs knew this would happen as they run down # $t$ # bbcsp,8#29,-1,579588950391672833,topic keyword
ukip,"@ daily _ politics It is only "" us "" on the streets who actually can see the Immigration problems & how it is effecting us all + $t$ # BBCDP # $t$",28#32,1,573085605413957632,party keyword
uk,"Ch4 UKIP docudrama shows "" The state of panic induced by Airbus pulling out of the $t$ "" after the $t$ exits EU http :// t . co / qZjZNKcJuU # GE2015",16#20,0,567739501079187456,ne
nhs,separating social care from the $t$ by the # Tories was the biggest privatisation move but https :// t . co / 1kXZCZuXI1 # bbcdp,5,-1,581430858516684800,topic keyword
@StewartHosieMP,$t$ telling the room - we need to say enough is enough . westminster parties have us on track 4 a decade more # austerity # GE15,0,0,576840171116695552,ne
hospitals,Real evidence from the medical student that Tory policy has failed in $t$ . # bbcqt,12,0,573628813189451777,topic keyword
@hmtreasury,# Budget2015 : an opportunity to show that economic growth & environmental policy go hand in hand http :// t . co / 74YaoJdRFA $t$ # GE2015,24,0,577752233149874176,ne
nhs,# BattleForNumber10 says $t$ is special and will get extra money every year - what a liar he just sold parts of it for £78m # torylies,3,-1,581206666844192768,topic keyword
eu,# bbcqt @ bbcquestiontime labour will deal with SNP . # UKIP won ' t sell its soul for power - we want a strong UK outside the $t$ .,28,-1,573626961119023104,topic keyword
austerity,Tories ' ll cut deficit using $t$ as driver in2 years ... baby out bath water Labour will do same with GROWTH by investing in ppl # bbcsp,6,-1,582122841946112000,topic keyword
jurno,# bbcsp $t$ ' s ignore that TWO MONTHS before the last election @ UKLabour reduced the top rate of tax by 10% they # boobytrapped the economy,2,-1,564386844721569792,ne
a and e,"So the answer to fix Scotland ' s URGENT $t$ crisis is to wait until we elect 2 governments , and wait over a year ? # bbcqt",9,-1,573628322216853506,topic keyword
violence,Our laws already strike a good balance between free speech & incitement to hatred / $t$ . Let ' s not screw around with that . # bbcqt,15,1,573624733528358912,topic keyword
